City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tulun,RU,54.5611,100.5792,18.75,96,100,6.04,light snow
347,Aitape,PG,-3.1374,142.3475,77.25,88,95,4.03,overcast clouds
348,Katangli,RU,51.7102,143.2326,-5.12,80,100,18.1,overcast clouds
349,Flin Flon,CA,54.7682,-101.865,-11.36,92,50,10.02,scattered clouds
350,Trelew,AR,-43.249,-65.3051,86.05,17,1,10.94,clear sky
351,Honiara,SB,-9.4333,159.95,78.42,86,97,1.21,light rain
352,Kagadi,UG,0.9606,30.7967,74.93,33,60,2.15,broken clouds
353,Te Anau,NZ,-45.4167,167.7167,51.15,75,0,1.14,clear sky
354,Aquiraz,BR,-3.9014,-38.3911,87.89,62,33,12.24,scattered clouds
355,Mazamari,PE,-11.3258,-74.5308,76.78,80,100,3.0,light rain
356,Hopelchen,MX,19.7667,-89.85,79.66,63,99,6.96,overcast clouds
357,Gimli,CA,50.6336,-96.9907,-10.98,91,24,9.91,few clouds
358,Gokak,IN,16.1667,74.8333,74.14,27,1,4.97,clear sky
359,Broken Hill,AU,-31.95,141.4333,83.48,24,100,13.22,light rain
360,Poum,NC,-20.2333,164.0167,79.75,79,100,7.27,overcast clouds
361,Qui Nhon,VN,13.7667,109.2333,67.53,83,99,15.5,overcast clouds
362,Porto Novo,BJ,6.4965,2.6036,85.01,67,57,9.37,broken clouds
363,Kirillov,RU,59.863,38.3813,13.05,96,88,8.19,overcast clouds
364,Eenhana,NA,-17.4667,16.3333,72.55,68,84,9.98,broken clouds
365,Camargo,MX,27.6667,-105.1667,58.64,30,100,5.59,overcast clouds
366,Camacha,PT,33.0833,-16.3333,56.62,63,40,19.57,scattered clouds
367,Aswan,EG,24.0934,32.907,83.5,21,0,3.44,clear sky
368,Tessalit,ML,20.1986,1.0114,65.91,8,84,10.49,broken clouds
369,Bubaque,GW,11.2833,-15.8333,77.65,77,60,15.57,broken clouds
370,Petukhovo,RU,55.0692,67.9019,14.79,95,100,10.47,light snow
371,Oktyabrskoye,RU,43.0645,44.7417,26.74,93,100,2.24,mist
372,Port Blair,IN,11.6667,92.75,82.44,69,40,5.75,haze
373,Ponta Do Sol,PT,32.6667,-17.1,63.72,65,81,6.71,light rain
374,Ozernovskiy,RU,51.5,156.5167,21.87,79,100,7.99,overcast clouds
375,Kolpashevo,RU,58.3131,82.9089,19.67,95,100,9.48,light snow
376,Tabou,CI,4.423,-7.3528,83.46,72,68,9.01,broken clouds
377,Mantua,IT,45.1667,10.7833,41.61,70,14,1.01,few clouds
378,Shingu,JP,33.7333,135.9833,32.76,68,3,8.55,clear sky
379,Alice Springs,AU,-23.7,133.8833,74.75,94,93,6.91,overcast clouds
380,Poli,TZ,-3.3333,36.8,66.79,50,26,5.39,scattered clouds
381,Acajutla,SV,13.5928,-89.8275,87.24,44,82,5.32,broken clouds
382,Salinopolis,BR,-0.6136,-47.3561,81.37,73,96,7.65,overcast clouds
383,Clarence Town,AU,-32.5833,151.7833,75.85,95,33,3.4,scattered clouds
384,Katobu,ID,-4.9408,122.5276,74.16,97,100,3.91,overcast clouds
385,Chifeng,CN,42.2683,118.9636,13.64,68,50,8.79,scattered clouds
386,Jiangyou,CN,31.7667,104.7167,41.09,33,2,2.39,clear sky
387,Porto De Moz,BR,-1.7483,-52.2383,87.71,51,100,5.77,moderate rain
388,San Patricio,US,28.017,-97.5169,67.87,86,99,9.55,overcast clouds
389,East London,ZA,-33.0153,27.9116,72.36,82,71,20.4,light rain
390,Cuamba,MZ,-14.8031,36.5372,72.9,92,97,0.89,overcast clouds
391,Bang Saphan,TH,11.2126,99.5117,72.95,73,9,6.22,clear sky
392,Juneau,US,58.3019,-134.4197,32.22,100,3,8.68,clear sky
393,Launceston,AU,-41.45,147.1667,65.84,79,100,11.5,light rain
394,Hobyo,SO,5.3505,48.5268,76.51,75,9,19.35,clear sky
395,Riyadh,SA,24.6877,46.7219,58.33,33,0,5.55,clear sky
396,Neiafu,TO,-18.65,-173.9833,77.68,94,40,5.75,light rain
397,Newport,GB,51.5877,-2.9984,44.46,83,61,3.76,broken clouds
398,Dvinskoy,RU,62.1535,45.1175,19.45,85,95,9.4,overcast clouds
399,Mirnyy,RU,62.5353,113.9611,-34.6,100,98,2.46,overcast clouds
400,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,82,75,18.41,broken clouds
401,Kaya,BF,13.0917,-1.0844,86.38,9,100,10.51,overcast clouds
402,Tautira,PF,-17.7333,-149.15,80.28,74,14,14.25,few clouds
403,Jumla,NP,29.2747,82.1838,35.29,56,0,6.82,clear sky
404,Acari,PE,-15.4311,-74.6158,84.25,56,84,11.41,broken clouds
405,Sawankhalok,TH,17.316,99.8319,67.03,51,0,3.24,clear sky
406,Tyup,KG,42.7276,78.3648,14.83,63,57,4.79,broken clouds
407,Kosum Phisai,TH,16.2486,103.0674,57.96,58,14,14.05,few clouds
408,Zhanaozen,KZ,43.3,52.8,29.19,55,3,11.77,clear sky
409,Luis Gil Perez,MX,17.8667,-93.05,78.91,71,75,11.97,broken clouds
410,Deputatskiy,RU,69.3,139.9,-23.31,98,100,2.95,overcast clouds
411,Nassau,US,40.7507,-73.5829,51.73,49,0,19.57,clear sky
412,Puerto Escondido,MX,15.85,-97.0667,85.03,74,0,2.3,clear sky
413,Quatre Cocos,MU,-20.2078,57.7625,79.09,85,82,6.13,broken clouds
414,Sandwick,GB,60.0,-1.25,44.42,81,40,17.27,scattered clouds
415,Fairbanks,US,64.8378,-147.7164,17.56,77,100,3.44,light snow
416,Qidong,CN,31.8128,121.6561,30.92,50,0,7.43,clear sky
417,Bambous Virieux,MU,-20.3428,57.7575,79.21,85,78,4.63,broken clouds
418,Bon Accord,CA,53.8335,-113.4187,0.23,86,22,13.31,few clouds
419,Nemuro,JP,43.3236,145.575,17.13,71,89,23.35,overcast clouds
420,Namibe,AO,-15.1961,12.1522,76.55,80,99,11.18,overcast clouds
421,Santa Maria,BR,-29.6842,-53.8069,96.51,27,78,6.62,broken clouds
422,Laksar,IN,29.7667,78.05,54.9,62,0,3.51,clear sky
423,Guiglo,CI,6.5456,-7.4966,94.05,29,94,2.86,overcast clouds
424,Wanning,CN,18.8003,110.3967,54.52,72,38,9.98,scattered clouds
425,Villa Carlos Paz,AR,-31.4241,-64.4978,82.38,66,15,4.0,few clouds
426,Sibolga,ID,1.7427,98.7792,75.97,87,100,3.33,overcast clouds
427,Ayagoz,KZ,47.9714,80.4392,-9.6,94,3,3.8,clear sky
428,Kenora,CA,49.8167,-94.4337,-9.0,90,58,6.53,broken clouds
429,Tibiri,NE,13.5627,7.0485,90.18,9,98,10.09,overcast clouds
430,Kilbirnie,GB,55.7508,-4.6879,42.82,84,96,1.01,overcast clouds
431,Dongsheng,CN,39.8161,109.9776,15.1,33,3,17.49,clear sky
432,Akureyri,IS,65.6835,-18.0878,38.52,94,98,9.98,overcast clouds
433,Milkovo,RU,54.7167,158.6167,-1.86,99,100,2.57,overcast clouds
434,Luderitz,NA,-26.6481,15.1594,73.51,61,0,29.17,clear sky
435,Kropotkin,RU,45.4375,40.5756,38.21,73,100,7.9,overcast clouds
436,Kastamonu,TR,41.5,33.6667,40.59,63,93,3.02,overcast clouds
437,Iquique,CL,-20.2208,-70.1431,77.04,72,29,7.02,scattered clouds
438,Zhangye,CN,38.9342,100.4517,16.27,46,2,5.19,clear sky
439,Praia,CV,14.9215,-23.5087,77.54,65,0,24.16,clear sky
440,Ponta Delgada,PT,37.7333,-25.6667,57.92,77,40,14.97,scattered clouds
441,Bam,IR,29.106,58.357,40.42,72,95,3.53,overcast clouds
442,Saint-Louis,SN,16.3333,-15.0,86.2,6,55,14.41,broken clouds
443,Taman,RU,45.2117,36.7161,47.59,92,100,18.1,overcast clouds
444,Aloleng,PH,16.1307,119.7824,74.32,68,88,9.73,overcast clouds
445,Greenfield,US,42.9614,-88.0126,20.91,70,100,4.61,light snow
446,Tyukhtet,RU,56.5389,89.3011,18.34,92,100,14.63,light snow
447,Jalu,LY,29.0331,21.5482,59.25,36,27,7.74,scattered clouds
448,Yantal,RU,56.8471,105.2542,11.61,94,100,7.14,overcast clouds
449,Roald,NO,62.5833,6.1333,41.92,70,75,12.66,broken clouds
450,Brae,GB,60.3964,-1.353,45.39,78,100,17.16,overcast clouds
451,Filadelfia,US,39.9523,-75.1638,52.61,52,54,5.01,broken clouds
452,Port Hedland,AU,-20.3167,118.5667,82.45,83,40,0.0,scattered clouds
453,Freeport,US,40.6576,-73.5832,52.05,50,0,19.57,clear sky
454,Orange Walk,BZ,17.8333,-88.8333,77.05,83,69,6.76,light rain
455,Vadso,NO,70.0744,29.7487,29.28,86,75,10.36,broken clouds
456,Lata,PT,40.1629,-8.3327,53.08,56,0,7.43,clear sky
457,Oktyabrskiy,RU,54.4815,53.471,3.45,99,87,4.07,overcast clouds
458,Thohoyandou,ZA,-22.9456,30.485,83.57,34,50,5.73,scattered clouds
459,Havre,FR,49.5833,0.3333,40.33,87,100,3.44,overcast clouds
460,Buta,CD,2.7858,24.73,83.7,35,41,4.07,scattered clouds
461,Saint-Augustin,CA,51.226,-58.6502,8.2,73,91,4.0,overcast clouds
462,Ostrovnoy,RU,68.0531,39.5131,27.91,87,100,26.75,overcast clouds
463,Doha,QA,25.2867,51.5333,59.31,58,0,11.83,clear sky
464,Lorengau,PG,-2.0226,147.2712,80.44,81,47,5.73,scattered clouds
465,Tarauaca,BR,-8.1614,-70.7656,81.88,81,94,4.79,overcast clouds
466,Tikhvin,RU,59.6451,33.5294,22.21,92,99,10.25,overcast clouds
467,Tarko-Sale,RU,64.9225,77.785,-3.17,100,78,8.48,broken clouds
468,Tefe,BR,-3.3542,-64.7114,86.11,79,40,9.22,scattered clouds
469,Marzuq,YE,14.4,46.4667,64.11,62,87,5.55,overcast clouds
470,Makushino,RU,55.2103,67.2442,15.22,95,100,9.55,overcast clouds
471,Koungou,YT,-12.7336,45.2042,82.11,83,40,5.75,scattered clouds
472,Acapulco,MX,16.8634,-99.8901,85.82,51,0,3.44,clear sky
473,Harper,LR,4.375,-7.7169,83.64,70,73,7.63,broken clouds
474,Pafos,CY,34.7667,32.4167,62.38,63,40,13.8,scattered clouds
475,Bambanglipuro,ID,-7.95,110.2833,75.9,94,100,1.7,overcast clouds
476,Lokoja,NG,7.8024,6.743,94.51,30,78,6.42,broken clouds
477,Pontianak,ID,-0.0333,109.3333,75.18,100,100,2.3,overcast clouds
478,Adeje,ES,28.1227,-16.726,64.6,63,75,16.11,broken clouds
479,Virden,US,39.5009,-89.7679,46.09,72,100,11.25,overcast clouds
480,Amalapuram,IN,16.5833,82.0167,68.72,90,0,2.98,clear sky
481,Nuuk,GL,64.1835,-51.7216,14.88,85,100,20.0,snow
482,Hofn,IS,64.2539,-15.2082,38.1,95,100,12.84,overcast clouds
483,Mackay,AU,-21.15,149.2,76.68,81,14,12.15,few clouds
484,Uruguaiana,BR,-29.7547,-57.0883,90.34,36,99,12.41,light rain
485,Asau,RO,46.4333,26.4,29.32,87,100,5.97,overcast clouds
486,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,81.34,76,48,9.1,scattered clouds
487,Morehead,US,37.2711,-87.1764,53.85,47,0,13.8,clear sky
488,Rajapur,IN,25.3833,81.15,55.71,36,0,2.64,clear sky
489,Huilong,CN,31.8111,121.655,30.92,50,0,7.4,clear sky
490,Fort Nelson,CA,58.8053,-122.7002,-16.49,100,61,1.95,broken clouds
491,Povenets,RU,62.8487,34.8262,26.26,91,100,17.29,light snow
492,Rocha,UY,-34.4833,-54.3333,87.94,46,92,12.12,overcast clouds
493,Port Hardy,CA,50.6996,-127.4199,39.38,93,100,4.61,overcast clouds
494,Marsh Harbour,BS,26.5412,-77.0636,71.37,71,86,20.27,overcast clouds
495,Inhambane,MZ,-23.865,35.3833,79.68,78,9,14.29,clear sky
496,Orocue,CO,4.7912,-71.3354,92.93,30,3,14.0,clear sky
497,Le Port,RE,-20.9373,55.2919,80.6,85,97,2.19,overcast clouds
498,North Platte,US,41.1239,-100.7654,19.29,86,100,24.16,overcast clouds
499,Paraiso,CR,9.8383,-83.8656,70.66,95,93,6.78,overcast clouds
500,Revda,RU,56.801,59.9303,13.91,93,100,8.99,overcast clouds
501,Coruripe,BR,-10.1256,-36.1756,85.8,54,0,13.76,clear sky
502,Puerto Colombia,CO,10.9878,-74.9547,84.29,62,3,19.69,clear sky
503,Xinmin,CN,41.9908,122.8253,17.38,75,62,8.08,broken clouds
504,Santa Barbara,US,34.7333,-120.0343,50.83,90,100,5.75,overcast clouds
505,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,79,70,12.44,broken clouds
506,Aykhal,RU,66.0,111.5,-33.83,100,99,4.14,overcast clouds
507,Krapina,HR,46.1608,15.8789,35.51,96,100,2.62,overcast clouds
508,Conceicao Do Araguaia,BR,-8.2578,-49.2647,86.22,61,100,2.75,overcast clouds
509,Varkaus,FI,62.3153,27.873,29.3,89,100,11.88,overcast clouds
510,Prainha,BR,-1.8,-53.48,82.99,74,97,4.12,overcast clouds
511,Khuzdar,PK,27.7384,66.6434,50.2,54,99,4.94,overcast clouds
512,Hovd,MN,48.0056,91.6419,-0.11,82,1,1.45,clear sky
513,General Roca,AR,-39.0333,-67.5833,95.63,18,0,14.83,clear sky
514,Lasa,IT,46.6166,10.7002,31.37,93,65,4.65,broken clouds
515,Aksu,CN,41.1231,80.2644,10.65,90,79,4.34,broken clouds
516,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,77,85,9.82,overcast clouds
517,Itoman,JP,26.1247,127.6694,51.82,82,75,14.97,broken clouds
518,Merrill,US,45.1805,-89.6835,11.89,75,100,1.01,overcast clouds
519,Mareeba,AU,-17.0,145.4333,75.43,93,58,2.51,broken clouds
520,Haftoni,AZ,38.7632,48.7622,42.51,70,100,4.61,overcast clouds
521,Qandala,SO,11.472,49.8728,75.99,77,18,8.59,few clouds
522,Port Macquarie,AU,-31.4333,152.9167,70.9,91,47,9.78,scattered clouds
523,Lesnoy,RU,57.6198,63.0784,7.9,98,60,6.02,broken clouds
524,Teguise,ES,29.0605,-13.564,62.82,48,40,18.41,scattered clouds
525,Paka,MY,4.6374,103.4368,73.38,89,100,11.23,overcast clouds
526,Adrar,MR,20.5022,-10.0711,68.59,27,35,10.54,scattered clouds
527,Cabinda,AO,-5.55,12.2,80.85,76,75,6.78,broken clouds
528,Mokhsogollokh,RU,61.4681,128.9203,-53.09,100,94,1.45,overcast clouds
529,Broome,US,42.2506,-75.833,43.0,53,0,13.8,clear sky
530,Ulladulla,AU,-35.35,150.4667,70.84,96,86,5.39,overcast clouds
531,Black River,JM,18.0264,-77.8487,87.1,42,68,13.89,broken clouds
532,Veraval,IN,20.9,70.3667,71.06,76,0,6.76,clear sky
533,Alfeld,DE,51.9838,9.8199,33.58,83,38,2.26,scattered clouds
534,Zuenoula,CI,7.4292,-6.0431,97.21,23,68,6.24,broken clouds
535,Piacabucu,BR,-10.4056,-36.4344,85.91,54,5,12.71,clear sky
536,Letka,RU,59.6011,49.4232,8.92,95,92,6.11,overcast clouds
537,Springbok,ZA,-29.6643,17.8865,70.59,47,0,19.75,clear sky
538,Turochak,RU,52.2576,87.1224,-2.38,100,80,2.82,broken clouds
539,Saiki,JP,32.95,131.9,31.5,64,5,6.96,clear sky
540,Khandbari,NP,27.3747,87.2039,53.96,66,1,2.95,clear sky
541,Butembo,CD,0.15,29.2833,67.37,47,62,2.93,broken clouds
542,Orlik,RU,52.5178,99.825,7.45,86,100,5.77,overcast clouds
543,Port Lincoln,AU,-34.7333,135.8667,64.4,92,100,13.6,overcast clouds
544,Meridian,US,43.6121,-116.3915,37.15,89,100,5.75,light snow
545,Pimentel,PE,-6.8367,-79.9342,82.69,57,0,10.36,clear sky
546,Zugdidi,GE,42.5088,41.8709,48.67,61,100,3.24,overcast clouds
547,Penzance,GB,50.1186,-5.5371,43.77,76,54,7.05,broken clouds
548,Sakakah,SA,29.9697,40.2064,62.06,40,34,10.16,scattered clouds
549,Tunceli,TR,39.1083,39.5471,34.48,99,100,2.64,light snow
550,Ardesen,TR,41.1911,40.9875,53.47,76,100,6.22,overcast clouds
551,Tiarei,PF,-17.5333,-149.3333,78.82,75,5,15.52,clear sky
552,Pacific Grove,US,36.6177,-121.9166,50.65,89,0,8.01,clear sky
553,Hailey,US,43.5196,-114.3153,24.89,66,40,1.01,scattered clouds
554,Mangan,IN,27.5167,88.5333,59.02,74,69,2.44,broken clouds
555,Rioja,AR,-29.4111,-66.8507,78.19,68,95,3.02,overcast clouds
556,Esna,EG,25.2934,32.554,72.41,28,19,2.57,few clouds
557,Waipawa,NZ,-41.4122,175.5153,61.86,98,100,4.97,light rain
558,Senneterre,CA,48.3835,-77.2328,0.72,84,99,12.17,overcast clouds
559,Biak,ID,-0.9131,122.8766,76.26,87,94,2.35,overcast clouds
560,Santa Marta,CO,11.2408,-74.199,87.89,44,4,15.01,clear sky
561,Glotovka,RU,53.9491,46.7042,11.5,99,97,2.44,overcast clouds
562,Eirunepe,BR,-6.6603,-69.8736,77.32,85,100,3.89,overcast clouds
563,Bairiki,KI,1.3292,172.9752,80.6,89,40,9.22,light rain
564,Chernyshevskiy,RU,63.0128,112.4714,-33.09,100,99,1.92,overcast clouds
565,Baft,IR,29.234,56.6057,26.35,56,8,5.99,clear sky
566,Ginda,IN,30.6945,78.4932,45.54,22,46,8.99,scattered clouds
567,Sisimiut,GL,66.9395,-53.6735,12.61,83,100,18.1,overcast clouds
568,Belyy Yar,RU,53.6039,91.3903,30.09,57,0,17.9,clear sky
569,Khor,RU,47.8861,134.9464,-37.17,100,28,2.42,scattered clouds
570,Yanam,IN,16.7333,82.2167,70.27,88,0,3.44,clear sky
571,Ribeira Brava,PT,32.65,-17.0667,63.72,66,85,7.18,light rain
572,Mamonovo,RU,54.4643,19.938,30.7,74,96,9.13,overcast clouds
573,Wewak,PG,-3.5534,143.6268,78.64,85,95,1.79,overcast clouds
574,Pombas,CV,17.1503,-25.0201,74.98,71,30,15.95,scattered clouds
575,Vostok,RU,46.4856,135.8833,-29.85,99,86,3.98,overcast clouds
576,Ixtapa,MX,20.7,-105.2,74.43,60,75,3.44,broken clouds
577,Nokaneng,BW,-19.6667,22.2667,90.01,20,9,7.63,clear sky
578,Bondowoso,ID,-7.9135,113.8214,73.04,96,100,2.37,overcast clouds
579,Ahuimanu,US,21.4447,-157.8378,71.31,91,75,6.91,moderate rain
580,Saint Anthony,US,45.0205,-93.218,5.76,69,0,8.05,clear sky
581,Sonipat,IN,28.9833,77.0167,55.4,59,0,2.8,clear sky
582,Ivanava,BY,52.1451,25.5365,29.61,75,84,4.14,broken clouds
583,Mgandu,TZ,-5.95,34.1333,65.35,70,9,5.17,clear sky
584,Winnemucca,US,40.973,-117.7357,33.01,79,54,3.11,broken clouds
585,Emba,KZ,48.8264,58.1442,7.16,99,92,2.95,overcast clouds
586,Meulaboh,ID,4.1363,96.1285,75.7,87,99,3.58,overcast clouds
587,Awjilah,LY,29.1081,21.2869,59.43,38,14,8.52,few clouds
588,Svetlaya,RU,46.5389,138.3297,-3.78,73,99,9.26,overcast clouds
589,Hay River,CA,60.8156,-115.7999,-5.69,87,65,14.92,broken clouds
590,Kidal,ML,18.4411,1.4078,72.88,5,42,12.01,scattered clouds
591,Chumikan,RU,54.7183,135.315,-19.88,85,29,20.02,scattered clouds
592,Auki,SB,-8.7676,160.7034,77.04,85,99,1.52,overcast clouds
593,Vila Velha,BR,-20.3297,-40.2925,85.95,75,20,14.97,few clouds
594,Maceio,BR,-9.6658,-35.7353,87.24,58,20,14.97,few clouds
595,Coldingham,GB,55.8868,-2.157,42.58,81,95,8.32,overcast clouds
596,Grenada,ES,37.1882,-3.6067,50.36,35,20,5.75,few clouds
597,Santa Ines,BR,-3.6667,-45.38,83.34,74,86,3.58,overcast clouds
598,Sioux Lookout,CA,50.1001,-91.917,-12.5,91,36,6.49,scattered clouds
599,Jurm,AF,36.8648,70.8342,30.15,64,100,3.96,overcast clouds
600,Marathon,US,44.9,-89.7668,11.66,71,0,5.75,clear sky
601,Plaster Rock,CA,46.9065,-67.39,27.59,97,100,12.26,light snow
602,Horizontina,BR,-27.6258,-54.3078,101.07,18,25,8.75,scattered clouds
603,Saint-Georges,GD,12.0564,-61.7485,77.9,67,26,7.63,scattered clouds
604,Horasan,TR,40.0458,42.1728,27.1,86,100,0.2,overcast clouds
605,Altay,CN,47.8667,88.1167,5.38,68,0,6.67,clear sky
606,Mormugao,IN,15.4,73.8,73.99,73,2,4.5,clear sky
607,Gunjur,GM,13.2019,-16.7339,83.37,38,100,12.62,overcast clouds
608,Trincomalee,LK,8.5711,81.2335,77.02,75,94,10.56,overcast clouds
609,Grants,US,35.1473,-107.8514,32.23,43,0,0.0,clear sky
610,Kushiro,JP,42.975,144.3747,15.42,57,42,21.9,scattered clouds
611,The Valley,AI,18.217,-63.0578,78.1,73,40,11.5,scattered clouds
612,Liverpool,GB,53.4106,-2.9779,45.75,93,100,8.05,overcast clouds
613,Virginia Beach,US,36.8529,-75.978,56.05,42,20,10.36,few clouds
614,Priekule,LV,56.4468,21.5897,34.92,79,97,10.45,overcast clouds
615,Barabinsk,RU,55.3571,78.357,13.62,94,100,14.92,light snow
616,Belaya Gora,RU,68.5333,146.4167,-34.71,100,100,2.48,overcast clouds
617,Daru,PG,-9.0763,143.2092,79.9,83,83,5.3,broken clouds
618,Madinat Sittah Uktubar,EG,29.8167,31.05,65.8,32,100,11.77,overcast clouds
619,Santa Rosa,PH,14.3122,121.1114,76.98,76,89,17.63,overcast clouds
620,Nioki,CD,-2.7167,17.6833,80.55,65,66,3.69,broken clouds
621,Sibundoy,CO,1.2048,-76.9237,69.31,54,33,6.4,scattered clouds
622,Mezhova,UA,48.2532,36.7347,31.59,82,100,11.45,overcast clouds
623,Antalaha,MG,-14.9003,50.2788,77.77,91,52,4.65,light rain
624,Litovko,RU,49.2361,135.1742,-31.13,99,19,2.37,few clouds
625,Severo-Kurilsk,RU,50.6789,156.125,25.18,74,100,13.76,overcast clouds
626,Hirara,JP,24.8,125.2833,58.98,65,100,21.74,overcast clouds
627,Ca Mau,VN,9.1769,105.15,74.39,77,100,5.53,overcast clouds
628,Ligayan,PH,4.6533,119.4706,81.28,78,88,8.55,overcast clouds
629,Pochutla,MX,15.7432,-96.4661,88.83,38,0,5.95,clear sky
630,Xuddur,SO,4.1213,43.8894,80.65,24,0,11.27,clear sky
631,Klaksvik,FO,62.2266,-6.589,43.72,84,100,27.81,overcast clouds
632,Howard,US,39.2504,-76.933,52.32,48,52,4.0,broken clouds
633,Buraydah,SA,26.326,43.975,60.75,44,0,8.05,clear sky
634,Kamenka,RU,51.3223,42.7678,15.39,90,63,6.62,broken clouds
635,Irbit,RU,57.6705,63.071,8.17,98,55,5.88,broken clouds
636,Bismarck,US,46.8083,-100.7837,0.64,74,100,4.61,overcast clouds
637,Suslovo,RU,56.2167,88.1167,17.65,91,100,17.13,light snow
638,Mae Hong Son,TH,19.3003,97.9685,67.17,66,91,2.95,overcast clouds
639,Banda Aceh,ID,5.5577,95.3222,76.32,86,100,5.53,light rain
640,Quelimane,MZ,-17.8786,36.8883,78.73,84,65,6.2,broken clouds
641,Vila,PT,42.0304,-8.1588,41.88,68,15,8.25,few clouds
642,Sola,VU,-13.8833,167.55,81.68,74,63,7.72,broken clouds
643,Alyangula,AU,-13.8483,136.4192,80.28,81,99,4.38,light rain
644,Hamilton,US,39.1834,-84.5333,50.65,56,0,12.66,clear sky
645,Stettler,CA,52.3168,-112.7186,-0.26,88,100,15.01,overcast clouds
646,Churapcha,RU,62.0025,132.4325,-52.74,100,94,1.99,overcast clouds
647,Kushima,JP,31.4583,131.2333,30.83,67,1,5.91,clear sky
648,Kumbo,CM,6.2,10.6667,74.46,27,87,1.3,overcast clouds
649,Redwater,US,33.3582,-94.2544,48.49,89,100,9.53,overcast clouds
650,Urubicha,BO,-15.3833,-62.95,80.49,81,100,3.58,overcast clouds
651,Dogondoutchi,NE,13.6393,4.0287,89.8,10,27,11.83,scattered clouds
652,Kiama,AU,-34.6833,150.8667,75.58,91,97,10.0,overcast clouds
653,Sorong,ID,-0.8833,131.25,78.6,84,100,1.43,overcast clouds
654,Husavik,IS,66.0449,-17.3389,37.74,87,100,10.56,overcast clouds
655,Caudry,FR,50.1249,3.4119,36.09,87,16,6.15,few clouds
656,Gotsu,JP,35.0,132.2167,37.85,61,100,16.98,light rain
657,Orange Cove,US,36.6244,-119.3137,52.61,87,0,0.0,mist
658,Baykit,RU,61.67,96.37,0.81,100,100,1.32,overcast clouds
659,Lusambo,CD,-4.9667,23.45,72.61,94,93,3.56,light rain
660,Hami,CN,42.8,93.45,18.28,32,0,1.83,clear sky
661,Alibag,IN,18.6411,72.8792,78.87,86,0,1.43,clear sky
662,Port Moresby,PG,-9.4431,147.1797,76.89,88,45,3.15,scattered clouds
663,Omsukchan,RU,62.5333,155.8,-29.18,97,98,2.77,overcast clouds
664,Teknaf,BD,20.8624,92.3058,69.08,62,0,6.93,clear sky
665,De-Kastri,RU,51.4667,140.7833,-13.85,94,100,9.6,overcast clouds
666,Lakes Entrance,AU,-37.8811,147.981,70.16,71,100,10.13,overcast clouds
667,Gazanjyk,TM,39.2446,55.5154,33.31,68,0,10.78,clear sky
668,Harwich,GB,51.9419,1.2844,42.37,74,55,1.99,broken clouds
669,Abha,SA,18.2164,42.5053,55.65,82,20,6.91,few clouds
670,Togur,RU,58.3631,82.8265,19.78,95,100,9.26,light snow
671,Insch,GB,57.3427,-2.6132,39.47,80,51,6.6,broken clouds
672,Raudeberg,NO,61.9875,5.1352,41.67,21,99,12.73,overcast clouds
673,Sungaipenuh,ID,-2.0833,101.3833,64.63,94,100,2.39,overcast clouds
674,Duluth,US,46.7833,-92.1066,2.52,62,0,8.05,clear sky
675,Kathmandu,NP,27.7167,85.3167,51.84,74,20,3.44,few clouds
676,Tramore,IE,52.1624,-7.1524,47.48,81,40,5.99,scattered clouds
677,Visnes,NO,59.3556,5.2242,43.21,81,20,10.36,few clouds
678,Sorland,NO,67.667,12.6934,39.06,65,100,32.88,overcast clouds
679,Zemio,CF,5.0314,25.1361,85.71,19,39,2.84,scattered clouds
680,Bela Vista,BR,-22.1089,-56.5211,96.55,37,32,5.73,scattered clouds
681,Tsabong,BW,-26.0217,22.401,90.91,26,65,3.11,broken clouds
682,Xichang,CN,27.8964,102.2634,38.7,77,31,3.42,scattered clouds
683,Chimore,BO,-16.9833,-65.1333,88.36,59,100,3.87,overcast clouds
684,La Baneza,ES,42.3003,-5.8977,42.35,62,11,12.95,few clouds
685,Wuda,CN,39.4994,106.7117,20.98,32,0,10.58,clear sky
686,Hede,CN,33.7681,120.2517,28.09,43,0,6.76,clear sky
687,Campoverde,PE,-8.4753,-74.8058,89.29,33,100,4.59,overcast clouds
688,Chipinge,ZW,-20.1883,32.6236,71.24,51,30,1.45,scattered clouds
689,Ulaangom,MN,49.9811,92.0667,-18.69,95,84,2.75,broken clouds
690,Prince Rupert,CA,54.3161,-130.3201,32.09,100,100,2.3,fog
691,Nanakuli,US,21.3906,-158.1547,71.55,68,0,10.36,clear sky
692,Walvis Bay,NA,-22.9575,14.5053,66.09,75,32,10.11,scattered clouds
693,Goure,NE,13.9835,10.2704,87.42,10,100,7.47,overcast clouds
694,Storslett,NO,69.7678,21.0247,33.8,80,20,8.05,few clouds
695,Pelym,RU,61.0108,61.9978,7.74,89,28,6.11,scattered clouds
696,Jieshi,CN,22.8134,115.8257,51.87,53,6,12.5,clear sky
697,Bodden Town,KY,19.2833,-81.25,84.0,67,40,19.57,scattered clouds
